participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.pid,player.is_coop,player.action,player.partner_action,player.rt,player.is_dropout,player.condition,group.id_in_subsession,group.has_dropout,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
28,clenilmf,5d88f2f8cefb52001a83f1b2,0,32,32,Thanks,MyPage,2024-03-20 16:39:11.149851,1,,,150.0,1,,150.0,,1,Invest,Invest,5.615,0,SQ,20,0,1,7reoo3kl,,,,,0
29,t1h5mtgk,65e33239b5fa3ca93950aa67,0,32,32,Thanks,MyPage,2024-03-20 16:39:13.043735,1,,,100.0,1,,100.0,,0,Keep,Keep,5.224,0,SQ,4,0,1,7reoo3kl,,,,,0
30,e5c6qe8b,6365ab361b71daa9f0eed7bd,0,32,32,Thanks,MyPage,2024-03-20 16:39:14.743796,1,,,200.0,2,,200.0,,0,Keep,Invest,8.646,0,SQ,48,0,1,7reoo3kl,,,,,0
31,95edrggn,5d4a6459061e2a000138bad3,0,32,32,Thanks,MyPage,2024-03-20 16:39:22.159243,1,,,100.0,2,,100.0,,0,Keep,Keep,2.957,0,SQ,6,0,1,7reoo3kl,,,,,0
32,af3jajv8,629642bfde2bf56c1ec2a420,0,32,32,Thanks,MyPage,2024-03-20 16:39:22.596196,1,,,150.0,2,,150.0,,1,Invest,Invest,3.501,0,SQ,7,0,1,7reoo3kl,,,,,0
33,y8a6li4v,65031f68de6e940396216f8a,0,6,32,Intro_SQ,TestPage,2024-03-20 16:39:22.879402,1,,,0.0,33,,0.0,,,Not yet,Not yet,,0,SQ,1,0,1,7reoo3kl,,,,,0
34,max76gsn,60e755dd08b47aac26807cd9,0,32,32,Thanks,MyPage,2024-03-20 16:39:22.991251,1,,,150.0,1,,150.0,,1,Invest,Invest,1.316,0,SQ,10,0,1,7reoo3kl,,,,,0
35,bafpj7nh,5ef8dcdad9a3d864a1dea285,0,20,32,kicked_out,MyPage,2024-03-20 16:39:26.918654,1,,,0.0,1,,0.0,,,Not yet,Not yet,,1,SQ,39,1,1,7reoo3kl,,,,,0
36,u6os1v5a,63ecff07b619306f41db42fa,0,32,32,Thanks,MyPage,2024-03-20 16:39:27.576912,1,,,50.0,2,,50.0,,1,Invest,Keep,12.19,0,SQ,36,0,1,7reoo3kl,,,,,0
37,ujw40wb6,5d1e5ece2e9ac30016b522c5,0,32,32,Thanks,MyPage,2024-03-20 16:39:28.247027,1,,,100.0,1,,100.0,,0,Keep,Keep,3.433,0,SQ,12,0,1,7reoo3kl,,,,,0
38,f05bnpkf,64d90ef50ad4204b1babb416,0,32,32,Thanks,MyPage,2024-03-20 16:39:29.226991,1,,,150.0,1,,150.0,,1,Invest,Invest,4.421,0,SQ,44,0,1,7reoo3kl,,,,,0
39,u13pq3qa,5bc9f8b677740000016a08b5,0,32,32,Thanks,MyPage,2024-03-20 16:39:29.298097,1,,,150.0,1,,150.0,,1,Invest,Invest,4.521,0,SQ,15,0,1,7reoo3kl,,,,,0
40,esudgms1,6132542039ead71f30971bd6,0,32,32,Thanks,MyPage,2024-03-20 16:39:30.273216,1,,,150.0,1,,150.0,,1,Invest,Invest,1.648,0,SQ,14,0,1,7reoo3kl,,,,,0
41,8ggc3vyq,62734ce38db73cd5bd81a36f,0,32,32,Thanks,MyPage,2024-03-20 16:39:33.032983,1,,,50.0,1,,50.0,,1,Invest,Keep,1.377,0,SQ,17,0,1,7reoo3kl,,,,,0
42,tbenxxyz,65df409ed4caf8deef4ae2b0,0,32,32,Thanks,MyPage,2024-03-20 16:39:36.603764,1,,,150.0,2,,150.0,,1,Invest,Invest,10.643,0,SQ,9,0,1,7reoo3kl,,,,,0
43,bix0o7tt,60d3789eaea26baa8ff53bb8,0,32,32,Thanks,MyPage,2024-03-20 16:39:38.736138,1,,,150.0,1,,150.0,,1,Invest,Invest,3.603,0,SQ,32,0,1,7reoo3kl,,,,,0
44,mv4pf67e,5c3a865019ceb400010c914a,0,32,32,Thanks,MyPage,2024-03-20 16:39:39.414049,1,,,150.0,1,,150.0,,1,Invest,Invest,3.062,0,SQ,5,0,1,7reoo3kl,,,,,0
45,xn3g1qgn,633dbba020f607c3522b86ed,0,32,32,Thanks,MyPage,2024-03-20 16:39:40.317968,1,,,150.0,2,,150.0,,1,Invest,Invest,3.43,0,SQ,10,0,1,7reoo3kl,,,,,0
46,lfd4vbo4,5d74001d391b6600175f433b,0,32,32,Thanks,MyPage,2024-03-20 16:39:41.161916,1,,,150.0,1,,150.0,,1,Invest,Invest,1.493,0,SQ,3,0,1,7reoo3kl,,,,,0
47,ydco3wpg,5de30dd39a9da5342d09f2e8,0,32,32,Thanks,MyPage,2024-03-20 16:39:41.211998,1,,,150.0,2,,150.0,,1,Invest,Invest,7.393,0,SQ,44,0,1,7reoo3kl,,,,,0
48,ufrymojs,63fd0a7da4c0df409be0a784,0,32,32,Thanks,MyPage,2024-03-20 16:39:45.585838,1,,,50.0,1,,50.0,,1,Invest,Keep,3.361,0,SQ,11,0,1,7reoo3kl,,,,,0
49,bc9urtir,6012e262527c380ccb2a6c74,0,32,32,Thanks,MyPage,2024-03-20 16:39:47.709753,1,,,100.0,1,,100.0,,0,Keep,Keep,3.001,0,SQ,21,0,1,7reoo3kl,,,,,0
50,g8pcefsf,647dde92d730823a9e5c7f0f,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:39:48.307141,1,,,0.0,50,,0.0,,,Not yet,Not yet,,0,SQ,1,0,1,7reoo3kl,,,,,0
51,acwcv908,63acbbe336a9ca92853dca4a,0,32,32,Thanks,MyPage,2024-03-20 16:39:53.080943,1,,,150.0,1,,150.0,,1,Invest,Invest,2.05,0,SQ,18,0,1,7reoo3kl,,,,,0
52,1i1l6ptf,5f6e36c7f042f033d0f97bc1,0,32,32,Thanks,MyPage,2024-03-20 16:39:56.409739,1,,,150.0,2,,150.0,,1,Invest,Invest,2.436,0,SQ,5,0,1,7reoo3kl,,,,,0
53,fjsqwqi8,63cff262503b56190be3eb18,0,32,32,Thanks,MyPage,2024-03-20 16:39:57.621585,1,,,50.0,1,,50.0,,1,Invest,Keep,3.019,0,SQ,34,0,1,7reoo3kl,,,,,0
54,b4ul9ffu,6307f3c967020d1202332b77,0,5,32,Intro_SQ,DemoPage,2024-03-20 16:40:10.461744,1,,,0.0,54,,0.0,,,Not yet,Not yet,,0,SQ,1,0,1,7reoo3kl,,,,,0
55,jyi9x5hg,655f97cd4f1c17ae262fd0fa,0,32,32,Thanks,MyPage,2024-03-20 16:40:54.778237,1,,,200.0,2,,200.0,,0,Keep,Invest,16.299,0,SQ,11,0,1,7reoo3kl,,,,,0
56,u2hc02jf,5e6fd3293c76d25a3ca8b384,0,32,32,Thanks,MyPage,2024-03-20 16:41:23.124130,1,,,150.0,2,,150.0,,1,Invest,Invest,8.008,0,SQ,45,0,1,7reoo3kl,,,,,0
57,8icsssrd,55b424e1fdf99b526efcf8d0,0,32,32,Thanks,MyPage,2024-03-20 16:41:56.163308,1,,,100.0,2,,100.0,,0,Keep,Keep,4.473,0,SQ,21,0,1,7reoo3kl,,,,,0
58,23fsviqx,645ee0535d907605481e739d,0,32,32,Thanks,MyPage,2024-03-20 16:41:59.230923,1,,,50.0,1,,50.0,,1,Invest,Keep,0.89,0,SQ,48,0,1,7reoo3kl,,,,,0
59,8tcwisyu,62b2c25fa2e87e7ed2da2b87,0,32,32,Thanks,MyPage,2024-03-20 16:42:19.286768,1,,,100.0,2,,100.0,,0,Keep,Keep,3.215,0,SQ,12,0,1,7reoo3kl,,,,,0
60,ulcyqfs4,63039dbefda87c47a91fec04,0,32,32,Thanks,MyPage,2024-03-20 16:42:27.271579,1,,,200.0,1,,200.0,,0,Keep,Invest,3.182,0,SQ,36,0,1,7reoo3kl,,,,,0
61,b70awhxd,5db48b4d14dab8000de45fdf,0,32,32,Thanks,MyPage,2024-03-20 16:42:40.770352,1,,,100.0,2,,100.0,,0,Keep,Keep,6.775,0,SQ,37,0,1,7reoo3kl,,,,,0
62,sthrs6bv,63e2efb080652555c6d566cb,0,32,32,Thanks,MyPage,2024-03-20 16:42:41.111443,1,,,150.0,2,,150.0,,1,Invest,Invest,19.631,0,SQ,20,0,1,7reoo3kl,,,,,0
63,mvesea1j,652941642ad583dda3850fa9,0,6,32,Intro_SQ,TestPage,2024-03-20 16:42:57.534823,1,,,0.0,63,,0.0,,,Not yet,Not yet,,0,SQ,1,0,1,7reoo3kl,,,,,0
64,8lh4ewtx,5f3f5ad05ec7d1257993b196,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:42:58.405897,1,,,0.0,64,,0.0,,,Not yet,Not yet,,0,SQ,1,0,1,7reoo3kl,,,,,0
